 Gene	Chromosome	Start	End	GC	Type
HORVU0Hr1G005750	chrUn	31120270	31120983	71.85	protein_coding
HORVU0Hr1G006080	chrUn	32795433	32797764	46.8	protein_coding
HORVU0Hr1G039530	chrUn	248810912	248813466	0	nontranslating_CDS
HORVU0Hr1G018360	chrUn	96260792	96262567	43.07	protein_coding
HORVU0Hr1G038750	chrUn	247412284	247427455	49.34	protein_coding
HORVU0Hr1G022140	chrUn	114067068	114068261	56.28	protein_coding
HORVU0Hr1G005290	chrUn	29728693	29730402	54.55	protein_coding
HORVU0Hr1G038490	chrUn	247033868	247034802	53.91	protein_coding
HORVU0Hr1G040170	chrUn	249603958	249610813	45.84	protein_coding
HORVU0Hr1G035630	chrUn	215373289	215375728	50.18	protein_coding
HORVU0Hr1G021760	chrUn	113211870	113213721	47.83	protein_coding
HORVU0Hr1G038680	chrUn	247295688	247299855	0	nontranslating_CDS
HORVU0Hr1G029090	chrUn	157817934	157821012	38.06	protein_coding
HORVU0Hr1G017540	chrUn	92693417	92695503	49.41	protein_coding
HORVU0Hr1G029720	chrUn	165188571	165188971	38.15	protein_coding
HORVU0Hr1G021230	chrUn	111397138	111402308	38.75	protein_coding
HORVU0Hr1G033360	chrUn	201643380	201643672	63.04	protein_coding
HORVU0Hr1G000940	chrUn	5625548	5629995	43.64	protein_coding
HORVU0Hr1G003520	chrUn	14880776	14881500	39.72	protein_coding
HORVU0Hr1G023150	chrUn	116589709	116591784	59.54	protein_coding
HORVU0Hr1G005330	chrUn	29773886	29776072	68.95	protein_coding
HORVU0Hr1G032850	chrUn	196261498	196262612	62.96	protein_coding
HORVU0Hr1G014780	chrUn	81672520	81672809	50.34	protein_coding
HORVU0Hr1G001110	chrUn	6172242	6176699	47.96	protein_coding
HORVU0Hr1G032060	chrUn	190934632	190935785	48.35	protein_coding
HORVU0Hr1G000730	chrUn	4734977	4735377	57.61	protein_coding
HORVU0Hr1G022590	chrUn	114845124	114896567	45.87	protein_coding
HORVU0Hr1G007420	chrUn	42209852	42222956	47.79	protein_coding
HORVU0Hr1G024160	chrUn	124699327	124700282	49.69	protein_coding
HORVU0Hr1G009230	chrUn	54176337	54179822	52.93	protein_coding
HORVU0Hr1G032130	chrUn	191449024	191450016	63.34	protein_coding
HORVU0Hr1G025670	chrUn	133116427	133117665	41.24	protein_coding
HORVU0Hr1G000250	chrUn	697306	700408	38.76	protein_coding
HORVU0Hr1G021920	chrUn	113579205	113580286	54.81	protein_coding
HORVU0Hr1G000490	chrUn	3898113	3902714	45.9	protein_coding
HORVU0Hr1G027000	chrUn	142998760	143000107	65.13	protein_coding
HORVU0Hr1G020250	chrUn	106226227	106227246	58.8	protein_coding
HORVU0Hr1G026480	chrUn	139122576	139126107	51.4	protein_coding
HORVU0Hr1G002580	chrUn	11393541	11394672	55.57	protein_coding
HORVU0Hr1G029310	chrUn	159795503	159804801	46.09	protein_coding
HORVU0Hr1G032320	chrUn	192571513	192573639	42.97	protein_coding
HORVU0Hr1G003930	chrUn	18577947	18581393	54.97	protein_coding
HORVU0Hr1G033790	chrUn	204455513	204455899	45.74	protein_coding
HORVU0Hr1G021800	chrUn	113238177	113243427	46.09	protein_coding
HORVU0Hr1G016430	chrUn	88362196	88364528	52.04	protein_coding
HORVU0Hr1G040480	chrUn	249723628	249724446	53.5	protein_coding
HORVU0Hr1G024970	chrUn	127968475	127968702	33.77	protein_coding
HORVU0Hr1G037550	chrUn	233501634	233501906	34.07	protein_coding
HORVU0Hr1G035290	chrUn	209818781	209819215	35.86	protein_coding
HORVU0Hr1G040180	chrUn	249607836	249610680	47.87	protein_coding
HORVU0Hr1G040020	chrUn	249581315	249583364	60.83	protein_coding
HORVU0Hr1G028920	chrUn	154794803	154795036	56.41	protein_coding
HORVU0Hr1G032020	chrUn	190898326	190898559	56.41	protein_coding
HORVU0Hr1G017120	chrUn	91668989	91673806	42.42	protein_coding
HORVU0Hr1G027510	chrUn	147353467	147353701	39.15	protein_coding
HORVU0Hr1G020520	chrUn	107936096	107936763	67.07	protein_coding
HORVU0Hr1G039150	chrUn	248118916	248122768	0	nontranslating_CDS
HORVU0Hr1G005510	chrUn	30480200	30481228	68.51	protein_coding
HORVU0Hr1G020560	chrUn	107993118	107993357	53.75	protein_coding
HORVU0Hr1G027310	chrUn	145627649	145636353	47.11	protein_coding
HORVU0Hr1G013060	chrUn	75254118	75255145	60.39	protein_coding
HORVU0Hr1G012390	chrUn	70380383	70382748	56.13	protein_coding
HORVU0Hr1G010080	chrUn	57404637	57427236	43.74	protein_coding
HORVU0Hr1G000450	chrUn	3484990	3487884	43.83	protein_coding
HORVU0Hr1G023760	chrUn	120138379	120141294	45.63	protein_coding
HORVU0Hr1G039960	chrUn	249554534	249558491	45.83	protein_coding
HORVU0Hr1G010390	chrUn	59066896	59070254	50.04	protein_coding
HORVU0Hr1G023250	chrUn	117127978	117131657	46.63	protein_coding
HORVU0Hr1G036340	chrUn	226171124	226171721	57.69	protein_coding
HORVU0Hr1G038650	chrUn	247178966	247191569	45.84	protein_coding
HORVU0Hr1G038420	chrUn	246933618	246937844	0	nontranslating_CDS
HORVU0Hr1G031960	chrUn	190787304	190790307	41.58	protein_coding
HORVU0Hr1G017370	chrUn	92474863	92479380	45.6	protein_coding
HORVU0Hr1G032830	chrUn	196036358	196039005	39.09	protein_coding
HORVU0Hr1G011480	chrUn	65523383	65526107	58.74	protein_coding
HORVU0Hr1G014150	chrUn	78678455	78682167	39.09	protein_coding
HORVU0Hr1G013430	chrUn	76583077	76583330	40.16	protein_coding
HORVU0Hr1G016680	chrUn	90131511	90137708	54.94	protein_coding
HORVU0Hr1G015700	chrUn	84853748	84873058	41.92	protein_coding
HORVU0Hr1G036360	chrUn	226242699	226243789	38.59	protein_coding
HORVU0Hr1G020800	chrUn	109690093	109695375	48.76	protein_coding
HORVU0Hr1G023690	chrUn	119696406	119696981	59.03	protein_coding
HORVU0Hr1G017450	chrUn	92627026	92635164	40.8	protein_coding
HORVU0Hr1G036820	chrUn	230917488	230917799	39.1	protein_coding
HORVU0Hr1G030450	chrUn	176702379	176703440	60.64	protein_coding
HORVU0Hr1G010250	chrUn	57998305	58004938	46.88	protein_coding
HORVU0Hr1G017830	chrUn	93235744	93237524	47.67	protein_coding
HORVU0Hr1G015970	chrUn	86139984	86142234	49.62	protein_coding
HORVU0Hr1G026820	chrUn	142903326	142904527	39.77	protein_coding
HORVU0Hr1G035920	chrUn	221168976	221173306	41.99	protein_coding
HORVU0Hr1G008870	chrUn	53354540	53356386	47.27	protein_coding
HORVU0Hr1G012780	chrUn	73612274	73613964	62.37	protein_coding
HORVU0Hr1G035200	chrUn	209674161	209674274	33.33	protein_coding
HORVU0Hr1G001510	chrUn	7546118	7548628	48.23	protein_coding
HORVU0Hr1G038030	chrUn	238664094	238664366	34.07	protein_coding
HORVU0Hr1G013340	chrUn	76343587	76347299	54.38	protein_coding
HORVU0Hr1G034130	chrUn	205340124	205340449	39.88	protein_coding
HORVU0Hr1G039700	chrUn	249037623	249039058	44.78	protein_coding
HORVU0Hr1G038060	chrUn	239851835	239854279	53.33	protein_coding
HORVU0Hr1G020770	chrUn	109566793	109572532	45.28	protein_coding
HORVU0Hr1G023700	chrUn	119701610	119707907	39.54	protein_coding
HORVU0Hr1G021500	chrUn	112483520	112487361	44.12	protein_coding
HORVU0Hr1G039660	chrUn	248969557	248982980	45.41	protein_coding
HORVU0Hr1G024900	chrUn	127856289	127856517	35.33	protein_coding
HORVU0Hr1G001530	chrUn	7611638	7617417	42.9	protein_coding
HORVU0Hr1G031520	chrUn	187092850	187095368	43.35	protein_coding
HORVU0Hr1G001630	chrUn	7753020	7755287	45.59	protein_coding
HORVU0Hr1G022170	chrUn	114237994	114238462	45.42	protein_coding
HORVU0Hr1G032700	chrUn	195047112	195048600	60.31	protein_coding
HORVU0Hr1G040130	chrUn	249594571	249596552	50.58	protein_coding
HORVU0Hr1G033520	chrUn	203025178	203025540	41.6	protein_coding
HORVU0Hr1G030380	chrUn	176472531	176473823	66.76	protein_coding
HORVU0Hr1G022790	chrUn	115122713	115127736	39.05	protein_coding
HORVU0Hr1G035580	chrUn	215332265	215332384	39.17	protein_coding
HORVU0Hr1G024990	chrUn	127971393	127971515	30.89	protein_coding
HORVU0Hr1G022290	chrUn	114437772	114440172	58.31	protein_coding
HORVU0Hr1G018270	chrUn	94816262	94822867	49.76	protein_coding
HORVU0Hr1G035570	chrUn	215328443	215329381	43.77	protein_coding
HORVU0Hr1G035690	chrUn	216721886	216722460	41.04	protein_coding
HORVU0Hr1G040350	chrUn	249652932	249657110	39.45	protein_coding
HORVU0Hr1G027010	chrUn	143301203	143305417	41.92	protein_coding
HORVU0Hr1G020180	chrUn	105866142	105867229	40.89	protein_coding
HORVU0Hr1G037140	chrUn	231424551	231424736	50.54	protein_coding
HORVU0Hr1G000630	chrUn	4433073	4437470	42.44	protein_coding
HORVU0Hr1G038210	chrUn	246508188	246510395	0	nontranslating_CDS
HORVU0Hr1G028300	chrUn	150399137	150399391	39.61	protein_coding
HORVU0Hr1G028900	chrUn	154742406	154744527	44.25	protein_coding
HORVU0Hr1G000510	chrUn	4052168	4056104	39.12	protein_coding
HORVU0Hr1G014760	chrUn	81649059	81650851	35.08	protein_coding
HORVU0Hr1G035620	chrUn	215348655	215351231	45.67	protein_coding
HORVU0Hr1G003910	chrUn	18563426	18566549	49.42	protein_coding
HORVU0Hr1G033160	chrUn	198574249	198575088	42.5	protein_coding
HORVU0Hr1G040490	chrUn	249728699	249731987	60.69	protein_coding
HORVU0Hr1G020310	chrUn	106822542	106823714	63.93	protein_coding
HORVU0Hr1G023080	chrUn	115894984	115899155	39.56	protein_coding
HORVU0Hr1G027080	chrUn	143561018	143565519	44.1	protein_coding
HORVU0Hr1G002920	chrUn	12055223	12056903	54.79	protein_coding
HORVU0Hr1G034960	chrUn	206078681	206078896	39.81	protein_coding
HORVU0Hr1G019280	chrUn	102761133	102761604	59.96	protein_coding
HORVU0Hr1G009100	chrUn	53905959	53906650	60.12	protein_coding
HORVU0Hr1G039970	chrUn	249558656	249562177	61.51	protein_coding
HORVU0Hr1G012050	chrUn	69079398	69082999	42.82	protein_coding
HORVU0Hr1G010170	chrUn	57747743	57750642	44.69	protein_coding
HORVU0Hr1G014220	chrUn	78892382	78956490	45.13	protein_coding
HORVU0Hr1G016860	chrUn	90910344	90917604	46.4	protein_coding
HORVU0Hr1G026530	chrUn	140005804	140006304	59.34	protein_coding
HORVU0Hr1G026690	chrUn	142735414	142736127	42.3	protein_coding
HORVU0Hr1G028350	chrUn	151184547	151188299	58.55	protein_coding
HORVU0Hr1G003220	chrUn	13412051	13413221	64.9	protein_coding
HORVU0Hr1G026930	chrUn	142951563	142951934	36.82	protein_coding
HORVU0Hr1G037020	chrUn	230973465	230973680	39.81	protein_coding
HORVU0Hr1G011460	chrUn	64723961	64726839	45.15	protein_coding
HORVU0Hr1G006980	chrUn	40334134	40334575	60.63	protein_coding
HORVU0Hr1G031920	chrUn	190420265	190422847	47.66	protein_coding
HORVU0Hr1G021970	chrUn	113597770	113603041	55.03	protein_coding
HORVU0Hr1G037630	chrUn	235747315	235747542	41.23	protein_coding
HORVU0Hr1G032350	chrUn	192981353	192990874	42.13	protein_coding
HORVU0Hr1G016130	chrUn	86828024	86828841	57.58	protein_coding
HORVU0Hr1G024120	chrUn	124661015	124661501	57.91	protein_coding
HORVU0Hr1G038530	chrUn	247040555	247041242	66.86	protein_coding
HORVU0Hr1G006930	chrUn	40265532	40267608	42.07	protein_coding
HORVU0Hr1G022300	chrUn	114441782	114446590	42.96	protein_coding
HORVU0Hr1G032950	chrUn	197889936	197890164	38.86	protein_coding
HORVU0Hr1G019940	chrUn	104760260	104761075	43.26	protein_coding
HORVU0Hr1G031790	chrUn	188954822	188956056	52.33	protein_coding
HORVU0Hr1G032390	chrUn	193071970	193072489	45.24	protein_coding
HORVU0Hr1G036770	chrUn	230898510	230898786	37.55	protein_coding
HORVU0Hr1G017250	chrUn	92228973	92232180	41.54	protein_coding
HORVU0Hr1G017690	chrUn	92882504	92897643	44.48	protein_coding
HORVU0Hr1G032300	chrUn	192317384	192324062	38.43	protein_coding
HORVU0Hr1G030980	chrUn	182580348	182581682	43.32	protein_coding
HORVU0Hr1G039750	chrUn	249171100	249172873	50.56	protein_coding
HORVU0Hr1G035910	chrUn	220559186	220562574	44.56	protein_coding
HORVU0Hr1G037980	chrUn	238639391	238639606	39.81	protein_coding
HORVU0Hr1G028560	chrUn	151398082	151398339	41.09	protein_coding
HORVU0Hr1G006150	chrUn	33203896	33211251	47.77	protein_coding
HORVU0Hr1G026640	chrUn	142295996	142296358	41.6	protein_coding
HORVU0Hr1G035530	chrUn	214835300	214837538	53.17	protein_coding
HORVU0Hr1G039040	chrUn	248006134	248011820	42.78	protein_coding
HORVU0Hr1G040430	chrUn	249690220	249694458	47.41	protein_coding
HORVU0Hr1G033540	chrUn	203045717	203046232	36.43	protein_coding
HORVU0Hr1G027440	chrUn	146468286	146470256	57.87	protein_coding
HORVU0Hr1G023420	chrUn	118244291	118247536	42.73	protein_coding
HORVU0Hr1G010160	chrUn	57702473	57702885	69.9	protein_coding
HORVU0Hr1G027660	chrUn	147741617	147746664	48.14	protein_coding
HORVU0Hr1G030520	chrUn	177399114	177399395	30.14	protein_coding
HORVU0Hr1G038990	chrUn	247861469	247863765	0	nontranslating_CDS
HORVU0Hr1G037820	chrUn	237985074	237985415	55.26	protein_coding
HORVU0Hr1G036920	chrUn	230953867	230954067	37.81	protein_coding
HORVU0Hr1G023830	chrUn	121593875	121597879	54.77	protein_coding
HORVU0Hr1G021280	chrUn	111671357	111673175	53.09	protein_coding
HORVU0Hr1G002760	chrUn	11706942	11707232	49.83	protein_coding
HORVU0Hr1G004530	chrUn	25875579	25875773	51.28	protein_coding
HORVU0Hr1G034980	chrUn	206082019	206082235	39.63	protein_coding
HORVU0Hr1G030080	chrUn	168371382	168404609	54.5	protein_coding
HORVU0Hr1G026010	chrUn	136806273	136808622	55.91	protein_coding
HORVU0Hr1G033030	chrUn	197905350	197905630	44.84	protein_coding
HORVU0Hr1G019950	chrUn	104765401	104767126	43.92	protein_coding
HORVU0Hr1G006620	chrUn	38444190	38446748	41.03	protein_coding
HORVU0Hr1G028530	chrUn	151389988	151390587	37.83	protein_coding
HORVU0Hr1G017050	chrUn	91483293	91485355	43.17	protein_coding
HORVU0Hr1G031700	chrUn	188387150	188390724	49.99	protein_coding
HORVU0Hr1G003840	chrUn	17667164	17668093	56.99	protein_coding
HORVU0Hr1G003200	chrUn	13402477	13403251	45.03	protein_coding
HORVU0Hr1G019390	chrUn	102853839	102856423	48.9	protein_coding
HORVU0Hr1G025750	chrUn	133352134	133352646	57.12	protein_coding
HORVU0Hr1G033120	chrUn	198118451	198118627	40.68	protein_coding
HORVU0Hr1G021200	chrUn	111386788	111391280	40.53	protein_coding
HORVU0Hr1G025330	chrUn	128605725	128606634	48.57	protein_coding
HORVU0Hr1G000950	chrUn	5674616	5676385	59.55	protein_coding
HORVU0Hr1G013960	chrUn	78152998	78154438	36.93	protein_coding
HORVU0Hr1G018100	chrUn	93728156	93736232	39.67	protein_coding
HORVU0Hr1G015300	chrUn	83913588	83923506	33.09	protein_coding
HORVU0Hr1G008940	chrUn	53506116	53508450	41.32	protein_coding
HORVU0Hr1G022110	chrUn	114036314	114037437	60.85	protein_coding
HORVU0Hr1G022070	chrUn	113705873	113709037	60.92	protein_coding
HORVU0Hr1G018190	chrUn	94026802	94029721	61.47	protein_coding
HORVU0Hr1G016640	chrUn	89887376	89891473	43.32	protein_coding
HORVU0Hr1G007110	chrUn	40990093	40991779	58.68	protein_coding
HORVU0Hr1G035300	chrUn	209821347	209821619	34.07	protein_coding
HORVU0Hr1G000280	chrUn	1360362	1363922	47.95	protein_coding
HORVU0Hr1G032260	chrUn	191957690	191958031	73.39	protein_coding
HORVU0Hr1G035260	chrUn	209812012	209812317	33.66	protein_coding
HORVU0Hr1G020630	chrUn	108464393	108467420	39.66	protein_coding
HORVU0Hr1G006100	chrUn	32925044	32925714	34.28	protein_coding
HORVU0Hr1G021440	chrUn	112419685	112420440	67.38	protein_coding
HORVU0Hr1G025520	chrUn	132400411	132401674	46.68	protein_coding
HORVU0Hr1G011720	chrUn	66967851	66979517	44.17	protein_coding
HORVU0Hr1G005250	chrUn	29469251	29470739	0	nontranslating_CDS
HORVU0Hr1G029900	chrUn	165224593	165225243	42.55	protein_coding
HORVU0Hr1G022460	chrUn	114745789	114750694	38.65	protein_coding
HORVU0Hr1G001570	chrUn	7636528	7638712	44.62	protein_coding
HORVU0Hr1G009600	chrUn	55096229	55096555	68.63	protein_coding
HORVU0Hr1G037680	chrUn	236001668	236003427	46.99	protein_coding
HORVU0Hr1G021740	chrUn	113178525	113194843	44.36	protein_coding
HORVU0Hr1G027960	chrUn	148493160	148494756	52.85	protein_coding
HORVU0Hr1G039330	chrUn	248570417	248597651	0	nontranslating_CDS
HORVU0Hr1G017760	chrUn	93079164	93080676	52.54	protein_coding
HORVU0Hr1G020130	chrUn	105584860	105587847	37.92	protein_coding
HORVU0Hr1G035840	chrUn	219564426	219566281	51.69	protein_coding
HORVU0Hr1G019800	chrUn	104228480	104230005	52.49	protein_coding
HORVU0Hr1G026660	chrUn	142733937	142734157	39.82	protein_coding
HORVU0Hr1G007150	chrUn	41101279	41103903	43.81	protein_coding
HORVU0Hr1G024560	chrUn	127763211	127837011	37.8	protein_coding
HORVU0Hr1G036860	chrUn	230932681	230933094	42.51	protein_coding
HORVU0Hr1G005860	chrUn	31466372	31468446	61.06	protein_coding
HORVU0Hr1G011890	chrUn	67953921	67954163	69.55	protein_coding
HORVU0Hr1G036960	chrUn	230959960	230960188	38.86	protein_coding
HORVU0Hr1G035320	chrUn	210345499	210347185	41.58	protein_coding
HORVU0Hr1G029870	chrUn	165222137	165222337	37.81	protein_coding
HORVU0Hr1G016170	chrUn	86838582	86839714	54.5	protein_coding
HORVU0Hr1G013930	chrUn	78085621	78085728	63.64	protein_coding
HORVU0Hr1G033700	chrUn	204416339	204416749	36.25	protein_coding
HORVU0Hr1G018410	chrUn	97554882	97556068	49.45	protein_coding
HORVU0Hr1G010200	chrUn	57868516	57869223	55.37	protein_coding
HORVU0Hr1G009070	chrUn	53887447	53888666	51.07	protein_coding
HORVU0Hr1G023840	chrUn	121678006	121679121	40.14	protein_coding
HORVU0Hr1G032940	chrUn	197885172	197885603	43.06	protein_coding
HORVU0Hr1G024620	chrUn	127775128	127775356	0	nontranslating_CDS
HORVU0Hr1G000650	chrUn	4488705	4492430	46.79	protein_coding
HORVU0Hr1G006170	chrUn	33418915	33420692	46.72	protein_coding
HORVU0Hr1G001300	chrUn	6876105	6879328	43.7	protein_coding
HORVU0Hr1G018850	chrUn	102112536	102118231	44.21	protein_coding
HORVU0Hr1G010660	chrUn	60719761	60722474	46.87	protein_coding
HORVU0Hr1G033560	chrUn	203050957	203051262	33.66	protein_coding
HORVU0Hr1G036690	chrUn	230416661	230417170	41.37	protein_coding
HORVU0Hr1G014960	chrUn	82980303	82982385	51.94	protein_coding
HORVU0Hr1G021860	chrUn	113431335	113434146	44.1	protein_coding
HORVU0Hr1G015590	chrUn	84503388	84506096	62.72	protein_coding
HORVU0Hr1G039870	chrUn	249538309	249538992	46.35	protein_coding
HORVU0Hr1G029490	chrUn	161873057	161873859	37.4	protein_coding
HORVU0Hr1G000760	chrUn	4799939	4800670	55.6	protein_coding
HORVU0Hr1G022570	chrUn	114833807	114837176	44.48	protein_coding
HORVU0Hr1G035440	chrUn	214685976	214687706	59.5	protein_coding
HORVU0Hr1G039930	chrUn	249549379	249550964	56.49	protein_coding
HORVU0Hr1G037390	chrUn	233448053	233448268	39.81	protein_coding
HORVU0Hr1G020900	chrUn	110013282	110013895	65.31	protein_coding
HORVU0Hr1G009170	chrUn	53947459	53948840	45.08	protein_coding
HORVU0Hr1G030700	chrUn	178814387	178814617	38.96	protein_coding
HORVU0Hr1G036560	chrUn	226674686	226677429	60.63	protein_coding
HORVU0Hr1G036730	chrUn	230877577	230877762	33.33	protein_coding
HORVU0Hr1G022260	chrUn	114421163	114422668	64.21	protein_coding
HORVU0Hr1G037420	chrUn	233456421	233456666	42.68	protein_coding
HORVU0Hr1G005230	chrUn	29371511	29372130	60.81	protein_coding
HORVU0Hr1G032040	chrUn	190928351	190928527	68.93	protein_coding
HORVU0Hr1G020720	chrUn	109353870	109357088	55.48	protein_coding
HORVU0Hr1G030630	chrUn	177520070	177521600	42.19	protein_coding
HORVU0Hr1G034460	chrUn	205968048	205968276	38.86	protein_coding
HORVU0Hr1G039280	chrUn	248495620	248497104	0	nontranslating_CDS
HORVU0Hr1G040190	chrUn	249610784	249612389	40.97	protein_coding
HORVU0Hr1G015600	chrUn	84507066	84508848	59.17	protein_coding
HORVU0Hr1G031480	chrUn	186745686	186746648	39.98	protein_coding
HORVU0Hr1G031070	chrUn	183971357	183973627	43	protein_coding
HORVU0Hr1G020590	chrUn	108038006	108039304	45.97	protein_coding
HORVU0Hr1G029860	chrUn	165220905	165221276	37.37	protein_coding
HORVU0Hr1G025850	chrUn	135167766	135169111	52.41	protein_coding
HORVU0Hr1G007930	chrUn	46940420	46942684	37.26	protein_coding
HORVU0Hr1G024650	chrUn	127778750	127778863	35.96	protein_coding
HORVU0Hr1G020300	chrUn	106816948	106820851	45.16	protein_coding
HORVU0Hr1G017720	chrUn	92928847	92929822	72.95	protein_coding
HORVU0Hr1G015220	chrUn	83418183	83419764	57.42	protein_coding
HORVU0Hr1G013140	chrUn	75741837	75742842	71.1	protein_coding
HORVU0Hr1G009340	chrUn	54847620	54847988	60.43	protein_coding
HORVU0Hr1G033190	chrUn	198744075	198744498	64.62	protein_coding
HORVU0Hr1G024540	chrUn	127757708	127758136	0	nontranslating_CDS
HORVU0Hr1G018000	chrUn	93520290	93525252	44.05	protein_coding
HORVU0Hr1G026410	chrUn	138758940	138759110	65.5	protein_coding
HORVU0Hr1G039600	chrUn	248890020	248895947	43.31	protein_coding
HORVU0Hr1G010990	chrUn	62425844	62426047	56.64	protein_coding
HORVU0Hr1G024020	chrUn	122050777	122051175	59.9	protein_coding
HORVU0Hr1G004630	chrUn	26282816	26283689	51.95	protein_coding
HORVU0Hr1G013660	chrUn	77341689	77375376	42.51	protein_coding
HORVU0Hr1G033050	chrUn	197908177	197908842	40.35	protein_coding
HORVU0Hr1G030120	chrUn	168610983	168617076	47.21	protein_coding
HORVU0Hr1G004850	chrUn	27947345	27948585	65.12	protein_coding
HORVU0Hr1G030600	chrUn	177516717	177516887	68.42	protein_coding
HORVU0Hr1G019450	chrUn	103184895	103185606	51.14	protein_coding
HORVU0Hr1G034600	chrUn	206008185	206008400	39.81	protein_coding
HORVU0Hr1G011860	chrUn	67883068	67889473	41.7	protein_coding
HORVU0Hr1G001750	chrUn	9055397	9059459	51.78	protein_coding
HORVU0Hr1G024790	chrUn	127835047	127836263	53.8	protein_coding
HORVU0Hr1G019850	chrUn	104675243	104675720	45.61	protein_coding
HORVU0Hr1G022310	chrUn	114451676	114454557	47.33	protein_coding
HORVU0Hr1G032620	chrUn	194959211	194960076	41.69	protein_coding
HORVU0Hr1G036890	chrUn	230943633	230943995	41.6	protein_coding
HORVU0Hr1G024630	chrUn	127776657	127776884	41.23	protein_coding
