# List of all Hordeum genes mapped on one of the seven chromosomes of the Hv_IBSC_PGSB_v21			
# Chromosome / Start position of the gene (in bp from the origin of the chromosome)			
# with local recombination rate estimates (from MareyMap):  loess with span=0.2 and degree=2			
Gene	Chromosome	Start	Recombination
HORVU1Hr1G076800	1H	515709437	0.86
HORVU1Hr1G078750	1H	521110044	0.71
HORVU1Hr1G078150	1H	519191527	0.72
HORVU1Hr1G078400	1H	520123900	0.71
HORVU1Hr1G079110	1H	522432678	0.75
HORVU1Hr1G081770	1H	528106071	1.06
HORVU1Hr1G094380	1H	555278115	0.65
HORVU1Hr1G077840	1H	518765995	0.73
HORVU1Hr1G093280	1H	552544997	0.73
HORVU1Hr1G090090	1H	545266151	0.89
HORVU1Hr1G081140	1H	527200760	1.07
HORVU1Hr1G082050	1H	528580505	1.13
HORVU1Hr1G090110	1H	545364782	0.89
HORVU1Hr1G082500	1H	529802523	1.27
HORVU1Hr1G088890	1H	543026503	0.89
HORVU1Hr1G089830	1H	544907085	0.9
HORVU1Hr1G076490	1H	514369019	0.87
HORVU1Hr1G083310	1H	531625472	1.4
HORVU1Hr1G084880	1H	534513829	1.37
HORVU1Hr1G083610	1H	532100198	1.41
HORVU1Hr1G092630	1H	550843912	0.78
HORVU1Hr1G080250	1H	524709506	0.89
HORVU1Hr1G082620	1H	529907123	1.28
HORVU1Hr1G094160	1H	554708780	0.67
HORVU1Hr1G082410	1H	529704876	1.26
HORVU1Hr1G089960	1H	545019811	0.9
HORVU1Hr1G090210	1H	545584514	0.89
HORVU1Hr1G089370	1H	543775088	0.89
HORVU1Hr1G085320	1H	535373313	1.31
HORVU1Hr1G092340	1H	550439171	0.8
HORVU1Hr1G082400	1H	529704520	1.26
HORVU1Hr1G082790	1H	530477867	1.33
HORVU1Hr1G079920	1H	523986635	0.83
HORVU1Hr1G086760	1H	538112693	1.16
HORVU1Hr1G080340	1H	525031629	0.92
HORVU1Hr1G075460	1H	510871314	0.74
HORVU1Hr1G085110	1H	534982645	1.34
HORVU1Hr1G095160	1H	557826700	0.57
HORVU1Hr1G090060	1H	545234233	0.89
HORVU1Hr1G077970	1H	518962842	0.72
HORVU1Hr1G079970	1H	524188593	0.85
HORVU1Hr1G095440	1H	558421086	NA
HORVU1Hr1G083580	1H	532090125	1.41
HORVU1Hr1G084730	1H	534343541	1.38
HORVU1Hr1G095450	1H	558425415	NA
HORVU1Hr1G082590	1H	529878995	1.28
HORVU1Hr1G078870	1H	521271209	0.71
HORVU1Hr1G077550	1H	517788270	0.76
HORVU1Hr1G080150	1H	524589122	0.88
HORVU1Hr1G076860	1H	515935384	0.86
HORVU1Hr1G076100	1H	513198440	0.83
HORVU1Hr1G086340	1H	537180912	1.16
HORVU1Hr1G084420	1H	533891441	1.4
HORVU1Hr1G078230	1H	519418388	0.71
HORVU1Hr1G095120	1H	557544024	0.58
HORVU1Hr1G074030	1H	506348638	0.67
HORVU1Hr1G075390	1H	510799522	0.74
HORVU1Hr1G082310	1H	529532511	1.25
HORVU1Hr1G082490	1H	529801647	1.27
HORVU1Hr1G091340	1H	548076382	0.85
HORVU1Hr1G087370	1H	539129179	1.1
HORVU1Hr1G094510	1H	555604948	0.64
HORVU1Hr1G058470	1H	427091045	0.16
HORVU1Hr1G041150	1H	292351061	0
HORVU1Hr1G062570	1H	450529728	0.2
HORVU1Hr1G036500	1H	244966021	0
HORVU1Hr1G018200	1H	66105260	0.07
HORVU1Hr1G091420	1H	548346954	0.84
HORVU1Hr1G043440	1H	315508655	0
HORVU1Hr1G065590	1H	468036434	0.44
HORVU1Hr1G052910	1H	391322706	0.09
HORVU1Hr1G051950	1H	384883625	0.08
HORVU1Hr1G048340	1H	356712296	0.03
HORVU1Hr1G055810	1H	408924843	0.14
HORVU1Hr1G005110	1H	11164570	1.68
HORVU1Hr1G034980	1H	227367502	-0.01
HORVU1Hr1G092110	1H	549769609	0.81
HORVU1Hr1G085740	1H	536151256	1.24
HORVU1Hr1G056220	1H	412359982	0.15
HORVU1Hr1G055350	1H	405765828	0.13
HORVU1Hr1G030660	1H	178500022	-0.01
HORVU1Hr1G045670	1H	332105411	0
HORVU1Hr1G060530	1H	439540125	0.17
HORVU1Hr1G095400	1H	558218311	0.56
HORVU1Hr1G021600	1H	87552658	0.04
HORVU1Hr1G015140	1H	43539576	0.24
HORVU1Hr1G043680	1H	317348609	0
HORVU1Hr1G052260	1H	387545376	0.09
HORVU1Hr1G094980	1H	556900386	0.6
HORVU1Hr1G091090	1H	547416295	0.86
HORVU1Hr1G003260	1H	7060150	1.82
HORVU1Hr1G054080	1H	399424640	0.11
HORVU1Hr1G043520	1H	315992689	0
HORVU1Hr1G012730	1H	32173373	0.48
HORVU1Hr1G000940	1H	2471671	1.93
HORVU1Hr1G066300	1H	471670210	0.46
HORVU1Hr1G039250	1H	275285081	0
HORVU1Hr1G086980	1H	538479536	1.15
HORVU1Hr1G020410	1H	80434081	0.02
HORVU1Hr1G056280	1H	413189358	0.15
HORVU1Hr1G016200	1H	50046025	0.1
HORVU1Hr1G091730	1H	548962010	0.83
HORVU1Hr1G016640	1H	54286009	0.05
HORVU1Hr1G094090	1H	554599118	0.67
HORVU1Hr1G002600	1H	5148544	1.88
HORVU1Hr1G070110	1H	488299092	0.58
HORVU1Hr1G040670	1H	287337894	0
HORVU1Hr1G036060	1H	241482945	0
HORVU1Hr1G051220	1H	380089048	0.08
HORVU1Hr1G024460	1H	112794029	0.01
HORVU1Hr1G060960	1H	442473828	0.16
HORVU1Hr1G027420	1H	139725407	0
HORVU1Hr1G069560	1H	486181438	0.57
HORVU1Hr1G031460	1H	189315197	-0.01
HORVU1Hr1G061970	1H	447145672	0.17
HORVU1Hr1G023620	1H	104414916	0.02
HORVU1Hr1G054260	1H	401397085	0.12
HORVU1Hr1G053440	1H	394997886	0.1
HORVU1Hr1G031270	1H	185940847	-0.01
HORVU1Hr1G008940	1H	19951023	1.21
HORVU1Hr1G028250	1H	151340636	-0.01
HORVU1Hr1G069020	1H	482830471	0.55
HORVU1Hr1G061140	1H	443279451	0.16
HORVU1Hr1G013160	1H	33802888	0.4
HORVU1Hr1G000210	1H	680415	NA
HORVU1Hr1G039050	1H	272999682	0
HORVU1Hr1G053080	1H	392517345	0.1
HORVU1Hr1G091650	1H	548883463	0.83
HORVU1Hr1G092240	1H	550241224	0.8
HORVU1Hr1G036040	1H	241117557	0
HORVU1Hr1G062450	1H	449861609	0.19
HORVU1Hr1G068970	1H	482743244	0.55
HORVU1Hr1G021390	1H	86146478	0.04
HORVU1Hr1G049820	1H	368818336	0.06
HORVU1Hr1G010220	1H	23198930	0.99
HORVU1Hr1G091880	1H	549152011	0.83
HORVU1Hr1G061780	1H	446770574	0.17
HORVU1Hr1G055420	1H	406204384	0.13
HORVU1Hr1G056070	1H	410771953	0.15
HORVU1Hr1G087180	1H	538876759	1.12
HORVU1Hr1G085960	1H	536611434	1.18
HORVU1Hr1G095300	1H	558017169	0.57
HORVU1Hr1G042550	1H	308933330	0
HORVU1Hr1G062620	1H	450955307	0.21
HORVU1Hr1G051910	1H	384662076	0.08
HORVU1Hr1G061630	1H	445805848	0.17
HORVU1Hr1G028030	1H	147239826	-0.01
HORVU1Hr1G005180	1H	11354917	1.67
HORVU1Hr1G051580	1H	382412748	0.08
HORVU1Hr1G043580	1H	316364216	0
HORVU1Hr1G056770	1H	416315528	0.15
HORVU1Hr1G095430	1H	558414150	0.56
HORVU1Hr1G032310	1H	199117143	-0.01
HORVU1Hr1G000620	1H	1561302	1.95
HORVU1Hr1G093460	1H	553063443	0.72
HORVU1Hr1G072990	1H	500387097	0.62
HORVU1Hr1G011400	1H	27442499	0.72
HORVU1Hr1G000530	1H	1430856	1.95
HORVU1Hr1G062340	1H	449337746	0.19
HORVU1Hr1G071340	1H	492785655	0.6
HORVU1Hr1G063710	1H	456661660	0.3
HORVU1Hr1G030040	1H	170385470	-0.01
HORVU1Hr1G059090	1H	431131875	0.11
HORVU1Hr1G016110	1H	49766616	0.1
HORVU1Hr1G052860	1H	391296865	0.09
HORVU1Hr1G046320	1H	340016170	0.01
HORVU1Hr1G069310	1H	484593509	0.56
HORVU1Hr1G043730	1H	318084355	0
HORVU1Hr1G021900	1H	89784104	0.04
HORVU1Hr1G053320	1H	394194166	0.1
HORVU1Hr1G057170	1H	418574083	0.16
HORVU1Hr1G055970	1H	410056851	0.14
HORVU1Hr1G025020	1H	118930008	0.01
HORVU1Hr1G059780	1H	434873685	0.14
HORVU1Hr1G068930	1H	482719290	0.55
HORVU1Hr1G063340	1H	454538806	0.26
HORVU1Hr1G010890	1H	25534752	0.84
HORVU1Hr1G067490	1H	478309192	0.52
HORVU1Hr1G064700	1H	462898240	0.39
HORVU1Hr1G002220	1H	4404730	1.9
HORVU1Hr1G031950	1H	196763798	-0.01
HORVU1Hr1G066230	1H	471437868	0.46
HORVU1Hr1G032670	1H	201680586	-0.01
HORVU1Hr1G025450	1H	123809683	0.01
HORVU1Hr1G023630	1H	104746260	0.02
HORVU1Hr1G002820	1H	5756557	1.86
HORVU1Hr1G053280	1H	393971002	0.1
HORVU1Hr1G055840	1H	409177080	0.14
HORVU1Hr1G085470	1H	535610393	1.29
HORVU1Hr1G047990	1H	355286855	0.03
HORVU1Hr1G043880	1H	319956509	0
HORVU1Hr1G064210	1H	459368912	0.34
HORVU1Hr1G043940	1H	320544779	0
HORVU1Hr1G033580	1H	215451414	-0.01
HORVU1Hr1G045610	1H	331414243	0
HORVU1Hr1G029540	1H	165227253	-0.01
HORVU1Hr1G014570	1H	40389508	0.33
HORVU1Hr1G030880	1H	182405451	-0.01
HORVU1Hr1G031370	1H	187632592	-0.01
HORVU1Hr1G063720	1H	456727346	0.3
HORVU1Hr1G051970	1H	385334749	0.08
HORVU1Hr1G055250	1H	405060885	0.12
HORVU1Hr1G014370	1H	39909840	0.35
HORVU1Hr1G000960	1H	2477071	1.93
HORVU1Hr1G064240	1H	459655912	0.35
HORVU1Hr1G043200	1H	313902961	0
HORVU1Hr1G019670	1H	74338498	0.03
HORVU1Hr1G009360	1H	20755424	1.16
HORVU1Hr1G046690	1H	342687153	0.01
HORVU1Hr1G058790	1H	428220464	0.14
HORVU1Hr1G024400	1H	111053076	0.02
HORVU1Hr1G065000	1H	465323892	0.41
HORVU1Hr1G032960	1H	205674661	-0.01
HORVU1Hr1G025250	1H	121429860	0.01
HORVU1Hr1G052950	1H	391590152	0.09
HORVU1Hr1G020390	1H	80265150	0.02
HORVU1Hr1G093570	1H	553490631	0.7
HORVU1Hr1G028570	1H	156245831	-0.01
HORVU1Hr1G069210	1H	483521236	0.56
HORVU1Hr1G041250	1H	293656679	0
HORVU1Hr1G037760	1H	259372166	0
HORVU1Hr1G048670	1H	361184382	0.05
HORVU1Hr1G005510	1H	12039437	1.64
HORVU1Hr1G040160	1H	284359814	0
HORVU1Hr1G087100	1H	538689466	1.13
HORVU1Hr1G072660	1H	498571883	0.62
HORVU1Hr1G052850	1H	391255322	0.09
HORVU1Hr1G001890	1H	4151373	1.91
HORVU1Hr1G069060	1H	482863478	0.55
HORVU1Hr1G069490	1H	485706363	0.57
HORVU1Hr1G072370	1H	497206745	0.61
HORVU1Hr1G011500	1H	27846463	0.7
HORVU1Hr1G004590	1H	9561367	1.73
HORVU1Hr1G040700	1H	287570975	0
HORVU1Hr1G011730	1H	28255842	0.68
HORVU1Hr1G011180	1H	26701036	0.77
HORVU1Hr1G023350	1H	102342822	0.02
HORVU1Hr1G059810	1H	434921717	0.14
HORVU1Hr1G049140	1H	364492342	0.05
HORVU1Hr1G058150	1H	424145282	0.16
HORVU1Hr1G048900	1H	363215812	0.05
HORVU1Hr1G023100	1H	100906977	0.02
HORVU1Hr1G090990	1H	547248150	0.86
HORVU1Hr1G054110	1H	399495604	0.11
HORVU1Hr1G061090	1H	443091773	0.16
HORVU1Hr1G057900	1H	422179136	0.16
HORVU1Hr1G041060	1H	291111080	0
HORVU1Hr1G064490	1H	461592038	0.37
HORVU1Hr1G095020	1H	556950985	0.6
HORVU1Hr1G026580	1H	135072892	0
HORVU1Hr1G047690	1H	352310534	0.03
HORVU1Hr1G002390	1H	4757724	1.89
HORVU1Hr1G064870	1H	463490388	0.4
HORVU1Hr1G052310	1H	387691790	0.09
HORVU1Hr1G028200	1H	149579824	-0.01
HORVU1Hr1G092420	1H	550493104	0.79
HORVU1Hr1G018080	1H	64300950	0.05
HORVU1Hr1G086710	1H	537927379	1.16
HORVU1Hr1G063200	1H	453801263	0.25
HORVU1Hr1G004790	1H	9935359	1.72
HORVU1Hr1G026020	1H	130043908	0
HORVU1Hr1G089380	1H	543801190	0.89
HORVU1Hr1G019750	1H	74584459	0.03
HORVU1Hr1G003150	1H	6565818	1.84
HORVU1Hr1G057860	1H	421966220	0.16
HORVU1Hr1G030930	1H	183398057	-0.01
HORVU1Hr1G055550	1H	406702346	0.13
HORVU1Hr1G005520	1H	12065695	1.64
HORVU1Hr1G019560	1H	73917857	0.03
HORVU1Hr1G060710	1H	440833980	0.16
HORVU1Hr1G091110	1H	547421910	0.86
HORVU1Hr1G030030	1H	170222547	-0.01
HORVU1Hr1G019330	1H	72525566	0.04
HORVU1Hr1G056560	1H	415009131	0.14
HORVU1Hr1G049960	1H	370562415	0.06
HORVU1Hr1G002150	1H	4312493	1.9
HORVU1Hr1G043870	1H	319853725	0
HORVU1Hr1G091230	1H	547771179	0.86
HORVU1Hr1G059050	1H	430856235	0.12
HORVU1Hr1G064560	1H	462107130	0.38
HORVU1Hr1G020190	1H	78639448	0.02
HORVU1Hr1G002620	1H	5157568	1.88
HORVU1Hr1G004080	1H	8734307	1.75
HORVU1Hr1G035990	1H	240572995	0
HORVU1Hr1G050850	1H	377082048	0.07
HORVU1Hr1G048620	1H	360657166	0.05
HORVU1Hr1G054240	1H	401040803	0.11
HORVU1Hr1G055320	1H	405305563	0.13
HORVU1Hr1G000110	1H	272379	NA
HORVU1Hr1G051150	1H	379463530	0.08
HORVU1Hr1G015720	1H	47369547	0.15
HORVU1Hr1G035200	1H	230693799	0
HORVU1Hr1G008840	1H	19466428	1.25
HORVU1Hr1G067550	1H	478406645	0.52
HORVU1Hr1G018310	1H	66430060	0.07
HORVU1Hr1G085660	1H	536066480	1.25
HORVU1Hr1G018420	1H	67691211	0.08
HORVU1Hr1G001450	1H	3348410	1.91
HORVU1Hr1G093660	1H	553651089	0.7
HORVU1Hr1G062080	1H	447580148	0.18
HORVU1Hr1G086680	1H	537853268	1.16
HORVU1Hr1G016180	1H	49948591	0.1
HORVU1Hr1G015050	1H	42497000	0.27
HORVU1Hr1G087320	1H	539075707	1.11
HORVU1Hr1G040720	1H	287648499	0
HORVU1Hr1G087660	1H	539786325	1.04
HORVU1Hr1G010810	1H	25333286	0.85
HORVU1Hr1G049550	1H	367344043	0.06
HORVU1Hr1G046630	1H	341763204	0.01
HORVU1Hr1G070620	1H	490472317	0.59
HORVU1Hr1G050650	1H	375903249	0.07
HORVU1Hr1G031230	1H	185717313	-0.01
HORVU1Hr1G060180	1H	437443399	0.18
HORVU1Hr1G020070	1H	77587065	0.02
HORVU1Hr1G090870	1H	547150061	0.87
HORVU1Hr1G027310	1H	139270658	0
HORVU1Hr1G088360	1H	541627373	0.93
HORVU1Hr1G067330	1H	477851788	0.52
HORVU1Hr1G059800	1H	434913059	0.14
HORVU1Hr1G038070	1H	261768310	0
HORVU1Hr1G007730	1H	16059676	1.61
HORVU1Hr1G042870	1H	310876753	0
HORVU1Hr1G025390	1H	123301589	0.01
HORVU1Hr1G073500	1H	503498269	0.64
HORVU1Hr1G088370	1H	541698440	0.92
HORVU1Hr1G053400	1H	394738708	0.1
HORVU1Hr1G018450	1H	67752824	0.08
HORVU1Hr1G051740	1H	383777299	0.08
HORVU1Hr1G001800	1H	3895009	1.91
HORVU1Hr1G052450	1H	388873073	0.09
HORVU1Hr1G029870	1H	167317689	-0.01
HORVU1Hr1G056100	1H	410860929	0.15
HORVU1Hr1G013190	1H	33846162	0.4
HORVU1Hr1G064600	1H	462120103	0.38
HORVU1Hr1G004750	1H	9845940	1.72
HORVU1Hr1G054180	1H	400083932	0.11
HORVU1Hr1G063740	1H	456852499	0.3
HORVU1Hr1G021780	1H	89129056	0.04
HORVU1Hr1G064890	1H	463802135	0.4
HORVU1Hr1G048860	1H	362735474	0.05
HORVU1Hr1G041740	1H	298471190	0
HORVU1Hr1G026130	1H	130504096	0
HORVU1Hr1G056020	1H	410438726	0.14
HORVU1Hr1G041580	1H	296635468	0
HORVU1Hr1G066250	1H	471592033	0.46
HORVU1Hr1G029490	1H	164459050	-0.01
HORVU1Hr1G042450	1H	307761409	0
HORVU1Hr1G046740	1H	343033838	0.01
HORVU1Hr1G000150	1H	416845	NA
HORVU1Hr1G028450	1H	155202239	-0.01
HORVU1Hr1G061260	1H	444031370	0.16
HORVU1Hr1G070310	1H	489069397	0.59
HORVU1Hr1G005690	1H	12449028	1.62
HORVU1Hr1G043670	1H	317213041	0
HORVU1Hr1G027840	1H	144464332	0
HORVU1Hr1G054530	1H	402793321	0.12
HORVU1Hr1G065950	1H	469528519	0.45
HORVU1Hr1G054610	1H	403276716	0.12
HORVU1Hr1G053160	1H	393380661	0.1
HORVU1Hr1G092440	1H	550543122	0.79
HORVU1Hr1G011900	1H	29080611	0.63
HORVU1Hr1G023220	1H	101577960	0.02
HORVU1Hr1G035380	1H	232498874	0
HORVU1Hr1G052060	1H	385977305	0.09
HORVU1Hr1G029360	1H	163282316	-0.01
HORVU1Hr1G024870	1H	117662362	0.01
HORVU1Hr1G090460	1H	546276302	0.88
HORVU1Hr1G042250	1H	305336424	0
HORVU1Hr1G071550	1H	493465099	0.6
HORVU1Hr1G092650	1H	551275883	0.77
HORVU1Hr1G072930	1H	499895423	0.62
HORVU1Hr1G017440	1H	59254787	0.03
HORVU1Hr1G064860	1H	463480622	0.4
HORVU1Hr1G011550	1H	27971381	0.69
HORVU1Hr1G028890	1H	159592073	-0.01
HORVU1Hr1G053350	1H	394417623	0.1
HORVU1Hr1G021540	1H	86417388	0.04
HORVU1Hr1G050380	1H	372997065	0.07
HORVU1Hr1G049000	1H	364073096	0.05
HORVU1Hr1G033130	1H	207381935	-0.01
HORVU1Hr1G047110	1H	347772830	0.02
HORVU1Hr1G017430	1H	59253645	0.03
HORVU1Hr1G061420	1H	444473762	0.16
HORVU1Hr1G048580	1H	360035499	0.04
HORVU1Hr1G042050	1H	303564588	0
HORVU1Hr1G020400	1H	80289668	0.02
HORVU1Hr1G033740	1H	216629339	-0.01
HORVU1Hr1G026520	1H	133886000	0
HORVU1Hr1G064830	1H	463315309	0.39
HORVU1Hr1G058190	1H	424823399	0.16
HORVU1Hr1G035720	1H	238430814	0
HORVU1Hr1G060010	1H	436006868	0.16
HORVU1Hr1G027930	1H	145600376	-0.01
HORVU1Hr1G070400	1H	489297303	0.59
HORVU1Hr1G025360	1H	122695030	0.01
HORVU1Hr1G003200	1H	6743133	1.83
HORVU1Hr1G060850	1H	441911313	0.16
HORVU1Hr1G055930	1H	409979341	0.14
HORVU1Hr1G067020	1H	475313377	0.49
HORVU1Hr1G041020	1H	290448187	0
HORVU1Hr1G022100	1H	92414575	0.03
HORVU1Hr1G054390	1H	401885290	0.12
HORVU1Hr1G033850	1H	217053166	-0.01
HORVU1Hr1G022400	1H	94907188	0.03
HORVU1Hr1G019220	1H	72298413	0.04
HORVU1Hr1G071780	1H	494875114	0.61
HORVU1Hr1G008250	1H	17906766	1.42
HORVU1Hr1G065100	1H	465736745	0.42
HORVU1Hr1G045080	1H	327493923	0
HORVU1Hr1G046940	1H	345350529	0.02
HORVU1Hr1G005260	1H	11498084	1.67
HORVU1Hr1G056180	1H	411797283	0.15
HORVU1Hr1G000250	1H	701253	NA
HORVU1Hr1G021630	1H	87981669	0.04
HORVU1Hr1G021890	1H	89603397	0.04
HORVU1Hr1G051260	1H	380276799	0.08
HORVU1Hr1G017740	1H	61136677	0.03
HORVU1Hr1G057510	1H	419764872	0.16
HORVU1Hr1G038270	1H	264143785	0
HORVU1Hr1G089890	1H	544960850	0.9
HORVU1Hr1G055490	1H	406402686	0.13
HORVU1Hr1G007320	1H	14418805	1.61
HORVU1Hr1G016370	1H	51594386	0.08
HORVU1Hr1G027810	1H	144208108	0
HORVU1Hr1G022660	1H	96997292	0.03
HORVU1Hr1G061040	1H	442794142	0.16
HORVU1Hr1G069100	1H	482935856	0.55
HORVU1Hr1G015850	1H	48586026	0.12
HORVU1Hr1G039880	1H	281470313	0
HORVU1Hr1G051470	1H	381322517	0.08
HORVU1Hr1G045720	1H	332740737	0
HORVU1Hr1G091570	1H	548743787	0.84
HORVU1Hr1G008560	1H	18775269	1.3
HORVU1Hr1G001440	1H	3338098	1.91
HORVU1Hr1G045790	1H	333508261	0
HORVU1Hr1G039720	1H	279477858	0
HORVU1Hr1G039000	1H	272440009	0
HORVU1Hr1G063630	1H	456554113	0.29
HORVU1Hr1G058340	1H	425921313	0.16
HORVU1Hr1G038330	1H	265256443	0
HORVU1Hr1G060940	1H	442308062	0.16
HORVU1Hr1G093520	1H	553233956	0.71
HORVU1Hr1G038410	1H	266244606	0
HORVU1Hr1G063510	1H	455797122	0.28
HORVU1Hr1G022900	1H	99317421	0.03
HORVU1Hr1G087830	1H	540336042	1
HORVU1Hr1G055560	1H	406710171	0.13
HORVU1Hr1G024420	1H	111584929	0.02
HORVU1Hr1G066610	1H	473465420	0.48
HORVU1Hr1G042270	1H	305343640	0
HORVU1Hr1G017770	1H	61271314	0.03
HORVU1Hr1G038770	1H	269770364	0
HORVU1Hr1G059560	1H	433914454	0.12
HORVU1Hr1G025060	1H	119684607	0.01
HORVU1Hr1G064150	1H	458871991	0.34
HORVU1Hr1G050900	1H	377359304	0.07
HORVU1Hr1G011800	1H	28643155	0.66
HORVU1Hr1G020590	1H	81515624	0.03
HORVU1Hr1G032900	1H	204159724	-0.01
HORVU1Hr1G089820	1H	544903067	0.9
HORVU1Hr1G050950	1H	377777278	0.07
HORVU1Hr1G049660	1H	367825851	0.06
HORVU1Hr1G019640	1H	74325736	0.03
HORVU1Hr1G073490	1H	503418625	0.64
HORVU1Hr1G035930	1H	239692852	0
HORVU1Hr1G056130	1H	411429498	0.15
HORVU1Hr1G094050	1H	554551982	0.67
HORVU1Hr1G053050	1H	392012662	0.1
HORVU1Hr1G009290	1H	20550326	1.17
HORVU1Hr1G045280	1H	329276916	0
HORVU1Hr1G034400	1H	220554299	-0.01
HORVU1Hr1G005140	1H	11209247	1.68
HORVU1Hr1G055870	1H	409346173	0.14
HORVU1Hr1G040260	1H	284574939	0
HORVU1Hr1G050620	1H	375618274	0.07
HORVU1Hr1G035390	1H	232912381	0
HORVU1Hr1G006880	1H	13584346	1.55
HORVU1Hr1G057080	1H	418193184	0.15
HORVU1Hr1G093220	1H	552516059	0.74
HORVU1Hr1G086910	1H	538410050	1.15
HORVU1Hr1G087780	1H	540071958	1.02
HORVU1Hr1G090170	1H	545489557	0.89
HORVU1Hr1G058320	1H	425784507	0.16
HORVU1Hr1G030140	1H	172452501	-0.01
HORVU1Hr1G064480	1H	461568200	0.37
HORVU1Hr1G045640	1H	331866389	0
HORVU1Hr1G046020	1H	336063172	0.01
HORVU1Hr1G020550	1H	81179740	0.03
HORVU1Hr1G071620	1H	494246151	0.61
HORVU1Hr1G055600	1H	407342662	0.13
HORVU1Hr1G000900	1H	2322693	1.93
HORVU1Hr1G059360	1H	432893425	0.12
HORVU1Hr1G025660	1H	126245265	0.01
HORVU1Hr1G003710	1H	8250619	1.77
HORVU1Hr1G018260	1H	66182621	0.07
HORVU1Hr1G064850	1H	463364720	0.39
HORVU1Hr1G002510	1H	5016258	1.89
HORVU1Hr1G063530	1H	455805294	0.28
HORVU1Hr1G065150	1H	466035537	0.42
HORVU1Hr1G041820	1H	300366452	0
HORVU1Hr1G072570	1H	498202625	0.61
HORVU1Hr1G092130	1H	549783755	0.81
HORVU1Hr1G089970	1H	545054116	0.9
HORVU1Hr1G021000	1H	83689654	0.04
HORVU1Hr1G007640	1H	15687487	1.63
HORVU1Hr1G062920	1H	451903095	0.22
HORVU1Hr1G061830	1H	446889078	0.17
HORVU1Hr1G004920	1H	10246168	1.71
HORVU1Hr1G052560	1H	389343177	0.09
HORVU1Hr1G095150	1H	557774147	0.58
HORVU1Hr1G055220	1H	405052701	0.12
HORVU1Hr1G049310	1H	365272528	0.05
HORVU1Hr1G018140	1H	65592166	0.06
HORVU1Hr1G092550	1H	550797550	0.79
HORVU1Hr1G058560	1H	427621320	0.16
HORVU1Hr1G036520	1H	244969251	0
HORVU1Hr1G023520	1H	103980541	0.02
HORVU1Hr1G014610	1H	40513042	0.33
HORVU1Hr1G046010	1H	336057506	0.01
HORVU1Hr1G073330	1H	503056222	0.64
HORVU1Hr1G011080	1H	26228505	0.8
HORVU1Hr1G053930	1H	398276256	0.11
HORVU1Hr1G089930	1H	544977887	0.9
HORVU1Hr1G072640	1H	498511651	0.62
HORVU1Hr1G049470	1H	366453344	0.06
HORVU1Hr1G072580	1H	498234638	0.62
HORVU1Hr1G017500	1H	59581204	0.03
HORVU1Hr1G029770	1H	166004923	-0.01
HORVU1Hr1G053190	1H	393441626	0.1
HORVU1Hr1G061920	1H	447022926	0.17
HORVU1Hr1G071700	1H	494487899	0.61
HORVU1Hr1G070120	1H	488308506	0.58
HORVU1Hr1G049230	1H	364781510	0.05
HORVU1Hr1G049740	1H	368398389	0.06
HORVU1Hr1G029220	1H	162380897	-0.01
HORVU1Hr1G018780	1H	70054432	0.06
HORVU1Hr1G066240	1H	471472632	0.46
HORVU1Hr1G007420	1H	15064462	1.63
HORVU1Hr1G050920	1H	377585034	0.07
HORVU1Hr1G010010	1H	22742020	1.02
HORVU1Hr1G065030	1H	465553691	0.42
HORVU1Hr1G033210	1H	209840257	-0.01
HORVU1Hr1G000810	1H	2199702	1.94
HORVU1Hr1G002240	1H	4416074	1.9
HORVU1Hr1G000990	1H	2511292	1.93
HORVU1Hr1G089780	1H	544749530	0.9
HORVU1Hr1G054250	1H	401233293	0.11
HORVU1Hr1G070760	1H	491094554	0.59
HORVU1Hr1G049390	1H	365722374	0.06
HORVU1Hr1G045110	1H	327775904	0
HORVU1Hr1G016820	1H	56131786	0.03
HORVU1Hr1G056790	1H	416322566	0.15
HORVU1Hr1G043780	1H	318614466	0
HORVU1Hr1G093760	1H	553901187	0.69
HORVU1Hr1G072700	1H	498694753	0.62
HORVU1Hr1G018540	1H	68365070	0.07
HORVU1Hr1G066190	1H	471017693	0.46
HORVU1Hr1G026590	1H	135084173	0
HORVU1Hr1G007150	1H	14152477	1.6
HORVU1Hr1G018190	1H	65994447	0.07
HORVU1Hr1G024190	1H	108242417	0.02
HORVU1Hr1G031020	1H	184224898	-0.01
HORVU1Hr1G052700	1H	390373294	0.09
HORVU1Hr1G027000	1H	139135272	0
HORVU1Hr1G023460	1H	103515686	0.02
HORVU1Hr1G036780	1H	249085246	0
HORVU1Hr1G055340	1H	405714931	0.13
HORVU1Hr1G040850	1H	289168413	0
HORVU1Hr1G025890	1H	128156559	0
HORVU1Hr1G015260	1H	44093452	0.23
HORVU1Hr1G015910	1H	48877754	0.12
HORVU1Hr1G003740	1H	8336318	1.77
HORVU1Hr1G057910	1H	422180310	0.16
HORVU1Hr1G061400	1H	444451076	0.16
HORVU1Hr1G021730	1H	88883599	0.04
HORVU1Hr1G002460	1H	4986961	1.89
HORVU1Hr1G037730	1H	259067643	0
HORVU1Hr1G017720	1H	61130020	0.03
HORVU1Hr1G019380	1H	73145936	0.04
HORVU1Hr1G056470	1H	414060374	0.14
HORVU1Hr1G000140	1H	289231	NA
HORVU1Hr1G087070	1H	538658617	1.14
HORVU1Hr1G072310	1H	497036583	0.61
