#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	2H	11_20667	620951762	66.3	TRUE												
Hordeum	2H	11_20669	405862782	56.5	TRUE												
Hordeum	2H	11_20681	760725228	147.3	TRUE												
Hordeum	2H	11_20711	716820240	118	TRUE												
Hordeum	2H	11_20734	631621499	69.3	TRUE												
Hordeum	2H	11_20887	520778494	57	TRUE												
Hordeum	2H	11_20895	727211279	124.9	TRUE												
Hordeum	2H	11_20905	175163828	55.5	TRUE												
Hordeum	2H	11_20923	684263618	94.9	TRUE												
Hordeum	2H	11_20947	622777603	67.5	TRUE												
Hordeum	2H	11_20960	627657786	68.6	TRUE												
Hordeum	2H	11_20994	744819935	136.4	TRUE												
Hordeum	2H	11_21005	86580884	50.9	TRUE												
Hordeum	2H	11_21015	31559962	23.2	TRUE												
Hordeum	2H	11_21037	664191672	82.8	TRUE												
Hordeum	2H	11_21078	624272301	67.9	TRUE												
Hordeum	2H	11_21088	720580161	119.8	TRUE												
Hordeum	2H	11_21096	94760649	52.2	TRUE												
Hordeum	2H	11_21099	755094798	144.1	TRUE												
Hordeum	2H	11_21110	581251463	60.8	TRUE												
Hordeum	2H	11_21125	722486571	120.8	TRUE												
Hordeum	2H	11_21144	590822168	62.5	TRUE												
Hordeum	2H	11_21156	626124394	68.5	TRUE												
Hordeum	2H	11_21166	579380380	60.7	TRUE												
Hordeum	2H	11_21175	677845247	90.7	TRUE												
Hordeum	2H	11_21181	631832715	129.8	FALSE												
Hordeum	2H	11_21187	35769464	26.8	TRUE												
Hordeum	2H	11_21220	711230478	113.3	TRUE												
Hordeum	2H	11_21242	645576216	75.2	TRUE												
Hordeum	2H	11_21250	742246932	135.6	TRUE												
Hordeum	2H	11_21251	615045226	64.9	TRUE												
Hordeum	2H	11_21261	34363574	26.2	TRUE												
Hordeum	2H	11_21265	34864969	26.2	TRUE												
Hordeum	2H	11_21274	732688792	129.3	TRUE												
Hordeum	2H	11_21286	210132420	55.5	TRUE												
Hordeum	2H	11_21304	42238196	33.5	TRUE												
Hordeum	2H	11_21346	745335865	138	TRUE												
Hordeum	2H	11_21351	663236849	82.5	TRUE												
Hordeum	2H	11_21366	34201760	26.1	TRUE												
Hordeum	2H	11_21377	11188932	7.2	TRUE												
Hordeum	2H	11_21388	110249188	53.3	TRUE												
Hordeum	2H	11_21399	534370798	57.7	TRUE												
Hordeum	2H	11_21436	749741789	140.5	TRUE												
Hordeum	2H	11_21440	716727690	118	TRUE												
Hordeum	2H	11_21453	755079198	144.1	TRUE												
Hordeum	2H	12_10035	463231120	56.7	TRUE												
Hordeum	2H	12_10099	253188603	56.4	TRUE												
Hordeum	2H	12_10181	744274485	135.8	TRUE												
Hordeum	2H	12_10296	51222231	40.1	TRUE												
Hordeum	2H	12_10330	181208635	55.5	TRUE												
Hordeum	2H	12_10447	742025697	135.3	TRUE												
Hordeum	2H	12_10474	238207611	56.2	TRUE												
Hordeum	2H	12_10485	181669695	55.5	TRUE												
Hordeum	2H	12_10487	742811663	135.6	TRUE												
Hordeum	2H	12_10502	13236386	8.9	TRUE												
Hordeum	2H	12_10545	589927284	62	TRUE												
Hordeum	2H	12_10579	727570263	125.2	TRUE												
Hordeum	2H	12_10592	11634499	7.8	TRUE												
Hordeum	2H	12_10649	676764753	89.5	TRUE												
Hordeum	2H	12_10650	622887903	67.9	TRUE												
Hordeum	2H	12_10717	620201601	65.4	TRUE												
Hordeum	2H	12_10719	618672370	64.9	TRUE												
Hordeum	2H	12_10777	26199616	18.9	TRUE												
Hordeum	2H	12_10859	645202515	74.4	TRUE												
Hordeum	2H	12_10936	659264767	82.1	TRUE												
Hordeum	2H	12_10950	743019283	135.6	TRUE												
Hordeum	2H	12_10969	663583331	82.5	TRUE												
Hordeum	2H	12_11272	119984321	54.4	TRUE												
Hordeum	2H	12_11278	567404068	59.7	TRUE												
Hordeum	2H	12_11504	520773245	57	TRUE												
Hordeum	2H	12_20027	737299685	132.2	TRUE												
Hordeum	2H	12_20183	718880739	118.7	TRUE												
Hordeum	2H	12_20489	639062553	72.5	TRUE												
Hordeum	2H	12_20518	741603762	135	TRUE												
Hordeum	2H	12_21396	704060796	106.4	TRUE												
Hordeum	2H	12_30042	252106869	56.4	TRUE												
Hordeum	2H	12_30108	556024145	59.3	TRUE												
Hordeum	2H	12_30152	713108233	114.1	TRUE												
Hordeum	2H	12_30155	16221898	9.6	TRUE												
Hordeum	2H	12_30179	274546401	56.4	TRUE												
Hordeum	2H	12_30216	677132806	89.8	TRUE												
Hordeum	2H	12_30259	108258950	53.2	TRUE												
Hordeum	2H	12_30265	525482637	57.4	TRUE												
Hordeum	2H	12_30275	540085329	59.1	TRUE												
Hordeum	2H	12_30341	732698101	129.3	TRUE												
Hordeum	2H	12_30378	762152399	148.2	TRUE												
Hordeum	2H	12_30432	54762212	40.8	TRUE												
Hordeum	2H	12_30561	351833165	56.5	TRUE												
Hordeum	2H	12_30582	294631197	56.4	TRUE												
Hordeum	2H	12_30598	710954522	112.6	TRUE												
Hordeum	2H	12_30634	197586042	55.5	TRUE												
Hordeum	2H	12_30636	712677252	114	TRUE												
Hordeum	2H	12_30657	50870267	39.7	TRUE												
Hordeum	2H	12_30674	626233860	68.6	TRUE												
Hordeum	2H	12_30690	720339994	119.8	TRUE												
Hordeum	2H	12_30691	92831355	51.5	TRUE												
Hordeum	2H	12_30696	635294505	70.8	TRUE												
Hordeum	2H	12_30724	567016838	59.5	TRUE												
Hordeum	2H	12_30781	11123004	7.4	TRUE												
Hordeum	2H	12_30823	750115488	140.7	TRUE												
Hordeum	2H	12_30828	219489782	55.9	TRUE												
Hordeum	2H	12_30853	201118744	55.7	TRUE												
Hordeum	2H	12_30896	652032221	80	TRUE												
Hordeum	2H	12_30897	652031329	80	TRUE												
Hordeum	2H	12_31020	616918952	64.9	TRUE												
Hordeum	2H	12_31095	707538666	109.4	TRUE												
Hordeum	2H	12_31169	80076216	50.1	TRUE												
Hordeum	2H	12_31175	318877861	56.5	TRUE												
Hordeum	2H	12_31180	755245869	144.3	TRUE												
Hordeum	2H	12_31205	654960941	80.9	TRUE												
Hordeum	2H	12_31256	545218326	58.9	TRUE												
Hordeum	2H	12_31264	710953472	112.6	TRUE												
Hordeum	2H	12_31284	22398480	15.4	TRUE												
Hordeum	2H	12_31293	641328117	73.7	TRUE												
Hordeum	2H	12_31394	627474976	68.6	TRUE												
Hordeum	2H	12_31402	701855089	107.2	TRUE												
Hordeum	2H	12_31424	658889901	81.8	TRUE												
Hordeum	2H	12_31445	639288725	72.6	TRUE												
Hordeum	2H	12_31461	735736634	131.9	TRUE												
Hordeum	2H	12_31474	110194176	53.3	TRUE												
Hordeum	2H	12_31497	12949406	8.6	TRUE												
Hordeum	2H	12_31506	753567892	142.4	TRUE												
Hordeum	2H	12_31527	752961391	141.9	TRUE												
Hordeum	2H	SCRI_RS_100054	493918346	57	TRUE												
Hordeum	2H	SCRI_RS_10006	744901708	136.8	TRUE												
Hordeum	2H	SCRI_RS_10398	113049405	53.8	TRUE												
Hordeum	2H	SCRI_RS_106163	733666936	129.7	TRUE												
Hordeum	2H	SCRI_RS_10642	5023340	3.8	TRUE												
Hordeum	2H	SCRI_RS_106444	163407580	55.4	TRUE												
Hordeum	2H	SCRI_RS_10670	655815347	81.5	TRUE												
Hordeum	2H	SCRI_RS_109192	175053532	55.7	TRUE												
Hordeum	2H	SCRI_RS_109266	753489843	142.2	TRUE												
Hordeum	2H	SCRI_RS_11204	350662628	56.5	TRUE												
Hordeum	2H	SCRI_RS_114969	741603108	135	TRUE												
Hordeum	2H	SCRI_RS_115892	34096720	25.4	TRUE												
Hordeum	2H	SCRI_RS_115905	34094586	25.3	TRUE												
Hordeum	2H	SCRI_RS_116193	713304784	114.7	TRUE												
Hordeum	2H	SCRI_RS_11645	729917528	127.1	TRUE												
Hordeum	2H	SCRI_RS_116694	670791117	86	TRUE												
Hordeum	2H	SCRI_RS_116920	513416187	57	TRUE												
Hordeum	2H	SCRI_RS_117951	403078433	56.5	TRUE												
Hordeum	2H	SCRI_RS_118062	728692364	126.8	TRUE												
Hordeum	2H	SCRI_RS_119261	663531370	82.5	TRUE												
Hordeum	2H	SCRI_RS_119718	754882384	143.1	TRUE												
Hordeum	2H	SCRI_RS_120529	31559459	23.2	TRUE												
Hordeum	2H	SCRI_RS_122	6177604	4.2	TRUE												
Hordeum	2H	SCRI_RS_122681	96154766	52.8	TRUE												
Hordeum	2H	SCRI_RS_122871	180551172	55.7	TRUE												
Hordeum	2H	SCRI_RS_12444	709122007	111.3	TRUE												
Hordeum	2H	SCRI_RS_12448	403064963	56.5	TRUE												
Hordeum	2H	SCRI_RS_124541	722484959	120.8	TRUE												
Hordeum	2H	SCRI_RS_12492	543450750	59.1	TRUE												
Hordeum	2H	SCRI_RS_12516	32081674	23.8	TRUE												
Hordeum	2H	SCRI_RS_125516	539329705	58.6	TRUE												
Hordeum	2H	SCRI_RS_125793	58161972	40.8	TRUE												
Hordeum	2H	SCRI_RS_127347	519110344	57	TRUE												
Hordeum	2H	SCRI_RS_128162	19958521	13.3	TRUE												
Hordeum	2H	SCRI_RS_128449	655877532	81.5	TRUE												
Hordeum	2H	SCRI_RS_129178	713107111	114.1	TRUE												
Hordeum	2H	SCRI_RS_129857	645575738	75.2	TRUE												
Hordeum	2H	SCRI_RS_130072	184569149	56.5	TRUE												
Hordeum	2H	SCRI_RS_130279	713100554	114.1	TRUE												
Hordeum	2H	SCRI_RS_130285	713100909	114.1	TRUE												
Hordeum	2H	SCRI_RS_131218	29839795	22.2	TRUE												
Hordeum	2H	SCRI_RS_131325	165117115	55.7	TRUE												
Hordeum	2H	SCRI_RS_131936	667838437	55.5	FALSE												
Hordeum	2H	SCRI_RS_132200	194638272	55.5	TRUE												
Hordeum	2H	SCRI_RS_132586	709630929	112	TRUE												
Hordeum	2H	SCRI_RS_132839	524447173	57	TRUE												
Hordeum	2H	SCRI_RS_133246	536857656	58	TRUE												
Hordeum	2H	SCRI_RS_133377	9641347	6.3	TRUE												
Hordeum	2H	SCRI_RS_133539	643255426	74.2	TRUE												
Hordeum	2H	SCRI_RS_13386	767055811	149.4	TRUE												
Hordeum	2H	SCRI_RS_134241	727979752	125.4	TRUE												
Hordeum	2H	SCRI_RS_134252	761623684	147.7	TRUE												
Hordeum	2H	SCRI_RS_134343	749601136	140.5	TRUE												
Hordeum	2H	SCRI_RS_13476	9669793	6.3	TRUE												
Hordeum	2H	SCRI_RS_134812	647316135	76.6	TRUE												
Hordeum	2H	SCRI_RS_134925	515421502	57	TRUE												
Hordeum	2H	SCRI_RS_135468	407310863	56.5	TRUE												
Hordeum	2H	SCRI_RS_135585	3740075	2.1	TRUE												
Hordeum	2H	SCRI_RS_135633	385140374	55.7	TRUE												
Hordeum	2H	SCRI_RS_13565	655112232	80.9	TRUE												
Hordeum	2H	SCRI_RS_136200	2850260	2.3	TRUE												
Hordeum	2H	SCRI_RS_136233	173657292	55.5	TRUE												
Hordeum	2H	SCRI_RS_136379	729842875	127.2	TRUE												
Hordeum	2H	SCRI_RS_136740	524817556	57.2	TRUE												
Hordeum	2H	SCRI_RS_137018	239777747	56.4	TRUE												
Hordeum	2H	SCRI_RS_137263	653415585	80.2	TRUE												
Hordeum	2H	SCRI_RS_137710	567402853	59.5	TRUE												
Hordeum	2H	SCRI_RS_138320	744170810	135.8	TRUE												
Hordeum	2H	SCRI_RS_138463	663877590	82.6	TRUE												
Hordeum	2H	SCRI_RS_138697	515709620	57	TRUE												
Hordeum	2H	SCRI_RS_138888	205854473	55.7	TRUE												
Hordeum	2H	SCRI_RS_139106	759281895	146.4	TRUE												
Hordeum	2H	SCRI_RS_139115	759282683	146.4	TRUE												
Hordeum	2H	SCRI_RS_13952	229111314	55.9	TRUE												
Hordeum	2H	SCRI_RS_139708	3732303	2.2	TRUE												
Hordeum	2H	SCRI_RS_139737	762152818	148.2	TRUE												
Hordeum	2H	SCRI_RS_139840	720589705	119.8	TRUE												
Hordeum	2H	SCRI_RS_140618	541017020	59.1	TRUE												
Hordeum	2H	SCRI_RS_140819	36326757	27.7	TRUE												
Hordeum	2H	SCRI_RS_141655	58528525	41.9	TRUE												
Hordeum	2H	SCRI_RS_141753	12236846	7.9	TRUE												
Hordeum	2H	SCRI_RS_141771	12860193	8.6	TRUE												
Hordeum	2H	SCRI_RS_141789	551217126	59.3	TRUE												
Hordeum	2H	SCRI_RS_141874	203352775	55.5	TRUE												
Hordeum	2H	SCRI_RS_142314	724914788	123.5	TRUE												
Hordeum	2H	SCRI_RS_142593	710609880	112.3	TRUE												
Hordeum	2H	SCRI_RS_142982	759162899	146.4	TRUE												
Hordeum	2H	SCRI_RS_143213	579637927	60.7	TRUE												
Hordeum	2H	SCRI_RS_143250	30899372	23	TRUE												
Hordeum	2H	SCRI_RS_144379	709120002	111.3	TRUE												
Hordeum	2H	SCRI_RS_144545	16642254	10.5	TRUE												
Hordeum	2H	SCRI_RS_144592	114309420	54.2	TRUE												
Hordeum	2H	SCRI_RS_144776	569535833	59.5	TRUE												
Hordeum	2H	SCRI_RS_144778	673852668	88.5	TRUE												
Hordeum	2H	SCRI_RS_144891	174057696	55.5	TRUE												
Hordeum	2H	SCRI_RS_145617	532327087	57.4	TRUE												
Hordeum	2H	SCRI_RS_146010	197069547	55.7	TRUE												
Hordeum	2H	SCRI_RS_147278	750745789	141.5	TRUE												
Hordeum	2H	SCRI_RS_147644	374183714	56.5	TRUE												
Hordeum	2H	SCRI_RS_14801	74603525	48.4	TRUE												
Hordeum	2H	SCRI_RS_148699	734129424	130.3	TRUE												
Hordeum	2H	SCRI_RS_149429	710086215	112	TRUE												
Hordeum	2H	SCRI_RS_150	629373330	68.6	TRUE												
Hordeum	2H	SCRI_RS_1502	516578823	57.2	TRUE												
Hordeum	2H	SCRI_RS_150266	621216069	66.7	TRUE												
Hordeum	2H	SCRI_RS_150494	683621802	94.7	TRUE												
Hordeum	2H	SCRI_RS_15050	705595274	106.8	TRUE												
Hordeum	2H	SCRI_RS_151056	762953341	149.2	TRUE												
Hordeum	2H	SCRI_RS_15119	751132302	141.5	TRUE												
Hordeum	2H	SCRI_RS_151349	707313282	109.4	TRUE												
Hordeum	2H	SCRI_RS_151430	185910126	55.5	TRUE												
Hordeum	2H	SCRI_RS_151459	196204634	55.5	TRUE												
Hordeum	2H	SCRI_RS_151535	97400153	52.8	TRUE												
Hordeum	2H	SCRI_RS_151556	710148628	112.2	TRUE												
Hordeum	2H	SCRI_RS_151576	83425918	50.9	TRUE												
Hordeum	2H	SCRI_RS_151617	706242938	108.1	TRUE												
Hordeum	2H	SCRI_RS_151921	260799766	56.4	TRUE												
Hordeum	2H	SCRI_RS_152206	68787661	46.4	TRUE												
Hordeum	2H	SCRI_RS_152744	18771510	12.3	TRUE												
Hordeum	2H	SCRI_RS_153226	21536161	14.4	TRUE												
Hordeum	2H	SCRI_RS_153531	603731744	62.7	TRUE												
Hordeum	2H	SCRI_RS_153672	26047559	18.1	TRUE												
Hordeum	2H	SCRI_RS_153793	687255317	97.8	TRUE												
Hordeum	2H	SCRI_RS_153798	27205099	18.9	TRUE												
Hordeum	2H	SCRI_RS_153880	557750084	59.3	TRUE												
Hordeum	2H	SCRI_RS_154398	647274665	76.2	TRUE												
Hordeum	2H	SCRI_RS_154617	108976671	53.3	TRUE												
Hordeum	2H	SCRI_RS_154657	561797267	59.5	TRUE												
Hordeum	2H	SCRI_RS_154683	21812642	14.4	TRUE												
Hordeum	2H	SCRI_RS_154954	714018523	115.4	TRUE												
Hordeum	2H	SCRI_RS_154981	54787802	41.2	TRUE												
Hordeum	2H	SCRI_RS_155067	404620319	56.5	TRUE												
Hordeum	2H	SCRI_RS_155161	711748422	113.5	TRUE												
Hordeum	2H	SCRI_RS_155456	663677910	82.5	TRUE												
Hordeum	2H	SCRI_RS_155544	745234010	138.2	TRUE												
Hordeum	2H	SCRI_RS_155546	113639907	53.7	TRUE												
Hordeum	2H	SCRI_RS_155612	34041178	24.8	TRUE												
Hordeum	2H	SCRI_RS_155689	711109505	113.3	TRUE												
Hordeum	2H	SCRI_RS_155957	19671074	12.7	TRUE												
Hordeum	2H	SCRI_RS_156045	704059992	106.4	TRUE												
Hordeum	2H	SCRI_RS_156075	764045611	149.2	TRUE												
Hordeum	2H	SCRI_RS_156155	742206853	135.6	TRUE												
Hordeum	2H	SCRI_RS_156220	706967122	108.8	TRUE												
Hordeum	2H	SCRI_RS_156323	645123423	74.4	TRUE												
Hordeum	2H	SCRI_RS_156819	746376977	138.6	TRUE												
Hordeum	2H	SCRI_RS_156871	624659037	67.9	TRUE												
Hordeum	2H	SCRI_RS_15711	705705034	106.8	TRUE												
Hordeum	2H	SCRI_RS_157140	672373015	86.6	TRUE												
Hordeum	2H	SCRI_RS_157207	404619507	56.5	TRUE												
Hordeum	2H	SCRI_RS_157236	661573205	82.5	TRUE												
Hordeum	2H	SCRI_RS_157347	647255135	76.2	TRUE												
Hordeum	2H	SCRI_RS_157480	16189787	9.6	TRUE												
Hordeum	2H	SCRI_RS_157504	721997180	120	TRUE												
Hordeum	2H	SCRI_RS_158072	735083483	131	TRUE												
Hordeum	2H	SCRI_RS_158285	645146545	74.4	TRUE												
Hordeum	2H	SCRI_RS_158649	86579813	50.9	TRUE												
Hordeum	2H	SCRI_RS_158687	50516806	39.7	TRUE												
Hordeum	2H	SCRI_RS_158928	81786001	50.5	TRUE												
Hordeum	2H	SCRI_RS_159228	24866696	16.8	TRUE												
Hordeum	2H	SCRI_RS_159243	713069815	114.1	TRUE												
Hordeum	2H	SCRI_RS_159462	656412310	81.5	TRUE												
Hordeum	2H	SCRI_RS_159484	682669305	94.5	TRUE												
Hordeum	2H	SCRI_RS_159503	12801269	8.3	TRUE												
Hordeum	2H	SCRI_RS_159536	760762165	147.3	TRUE												
Hordeum	2H	SCRI_RS_16024	621072844	67.3	TRUE												
Hordeum	2H	SCRI_RS_160277	252287920	56.4	TRUE												
Hordeum	2H	SCRI_RS_160512	766317676	149.4	TRUE												
Hordeum	2H	SCRI_RS_160616	657571276	81.5	TRUE												
Hordeum	2H	SCRI_RS_160747	16965190	11.4	TRUE												
Hordeum	2H	SCRI_RS_160833	657157214	81.5	TRUE												
Hordeum	2H	SCRI_RS_160958	681765847	92.8	TRUE												
Hordeum	2H	SCRI_RS_161169	483288817	56.7	TRUE												
Hordeum	2H	SCRI_RS_161224	759011198	146.2	TRUE												
Hordeum	2H	SCRI_RS_161281	758323269	145.6	TRUE												
Hordeum	2H	SCRI_RS_161636	744897598	137	TRUE												
Hordeum	2H	SCRI_RS_162413	592334612	62.5	TRUE												
Hordeum	2H	SCRI_RS_162690	120125706	107.2	FALSE												
Hordeum	2H	SCRI_RS_162798	663679191	82.5	TRUE												
Hordeum	2H	SCRI_RS_162917	517229143	57.2	TRUE												
Hordeum	2H	SCRI_RS_163314	3737312	2.3	TRUE												
Hordeum	2H	SCRI_RS_163975	613635962	64.4	TRUE												
Hordeum	2H	SCRI_RS_164608	708666777	111.1	TRUE												
Hordeum	2H	SCRI_RS_165171	2768976	2	TRUE												
Hordeum	2H	SCRI_RS_165373	720429037	119.8	TRUE												
Hordeum	2H	SCRI_RS_165574	569894877	59.9	TRUE												
Hordeum	2H	SCRI_RS_165669	542043487	59.1	TRUE												
Hordeum	2H	SCRI_RS_165795	672934409	86.8	TRUE												
Hordeum	2H	SCRI_RS_166540	646934425	76.1	TRUE												
Hordeum	2H	SCRI_RS_166806	26308	0	TRUE												
Hordeum	2H	SCRI_RS_166816	2773000	2	TRUE												
Hordeum	2H	SCRI_RS_167465	11898430	7.8	TRUE												
Hordeum	2H	SCRI_RS_167594	527529164	57.4	TRUE												
Hordeum	2H	SCRI_RS_167694	708864408	111.3	TRUE												
Hordeum	2H	SCRI_RS_167882	179092526	55.7	TRUE												
Hordeum	2H	SCRI_RS_16799	703359186	107.4	TRUE												
Hordeum	2H	SCRI_RS_168400	536892340	58.1	TRUE												
Hordeum	2H	SCRI_RS_168629	713268725	114.4	TRUE												
Hordeum	2H	SCRI_RS_169758	10055297	6.4	TRUE												
Hordeum	2H	SCRI_RS_16995	621211439	67.4	TRUE												
Hordeum	2H	SCRI_RS_169970	760139798	147.3	TRUE												
Hordeum	2H	SCRI_RS_170209	755770787	144.4	TRUE												
Hordeum	2H	SCRI_RS_170235	239094248	56.2	TRUE												
Hordeum	2H	SCRI_RS_170337	30903032	23	TRUE												
Hordeum	2H	SCRI_RS_170753	760113749	147.3	TRUE												
Hordeum	2H	SCRI_RS_171029	65025031	43.8	TRUE												
Hordeum	2H	SCRI_RS_171032	650676570	79.4	TRUE												
Hordeum	2H	SCRI_RS_171038	654600323	80.6	TRUE												
Hordeum	2H	SCRI_RS_171045	542041766	59.1	TRUE												
Hordeum	2H	SCRI_RS_171198	752588057	141.8	TRUE												
Hordeum	2H	SCRI_RS_171203	567762103	59.5	TRUE												
Hordeum	2H	SCRI_RS_171237	207968226	55.7	TRUE												
Hordeum	2H	SCRI_RS_172109	564789764	59.5	TRUE												
Hordeum	2H	SCRI_RS_172220	678954955	91.1	TRUE												
Hordeum	2H	SCRI_RS_172648	657563255	81.5	TRUE												
Hordeum	2H	SCRI_RS_173017	748652129	139.9	TRUE												
Hordeum	2H	SCRI_RS_173145	707196227	56.2	FALSE												
Hordeum	2H	SCRI_RS_173374	682659964	94.5	TRUE												
Hordeum	2H	SCRI_RS_173486	3116896	2.3	TRUE												
Hordeum	2H	SCRI_RS_173531	81875568	50.5	TRUE												
Hordeum	2H	SCRI_RS_173604	13265854	8.9	TRUE												
Hordeum	2H	SCRI_RS_174071	740991801	135	TRUE												
Hordeum	2H	SCRI_RS_174077	746743803	138.6	TRUE												
Hordeum	2H	SCRI_RS_174214	712174067	113.5	TRUE												
Hordeum	2H	SCRI_RS_174318	403783774	56.5	TRUE												
Hordeum	2H	SCRI_RS_174935	46832133	37.8	TRUE												
Hordeum	2H	SCRI_RS_175065	103696782	52.9	TRUE												
Hordeum	2H	SCRI_RS_175216	744582599	136	TRUE												
Hordeum	2H	SCRI_RS_175550	2847136	2.3	TRUE												
Hordeum	2H	SCRI_RS_175783	722482867	120.8	TRUE												
Hordeum	2H	SCRI_RS_176114	662056107	82.5	TRUE												
Hordeum	2H	SCRI_RS_176159	48450222	144.3	FALSE												
Hordeum	2H	SCRI_RS_176173	306732414	56.4	TRUE												
Hordeum	2H	SCRI_RS_177375	458019434	57	TRUE												
Hordeum	2H	SCRI_RS_17898	640849650	73.5	TRUE												
Hordeum	2H	SCRI_RS_179213	658837086	81.8	TRUE												
Hordeum	2H	SCRI_RS_179544	734855503	131	TRUE												
Hordeum	2H	SCRI_RS_179555	713777838	114.9	TRUE												
Hordeum	2H	SCRI_RS_180028	655510205	81.2	TRUE												
Hordeum	2H	SCRI_RS_180032	178459122	55.5	TRUE												
Hordeum	2H	SCRI_RS_181112	726082736	124.6	TRUE												
Hordeum	2H	SCRI_RS_182039	662300246	82.5	TRUE												
Hordeum	2H	SCRI_RS_182050	94197823	51.9	TRUE												
Hordeum	2H	SCRI_RS_182079	634704581	70.8	TRUE												
